1.000000000000000021e-03 9.993255955099999976e-01 9.994755192199999971e-01 9.995316620399999907e-01 9.995004678863720349e-01 9.995479490922700716e-01 9.995805817912556401e-01
1.010061519641926092e-03 9.993188758459677912e-01 9.994703063568446400e-01 9.995270178376459702e-01 9.994954763705786727e-01 9.995434348808198699e-01 9.995763952534244545e-01
1.020224273461356121e-03 9.993120899040766059e-01 9.994650423429752850e-01 9.995223282825914657e-01 9.994904351050272195e-01 9.995388757280914138e-01 9.995721670703019424e-01
1.030489280027957304e-03 9.993052370444127641e-01 9.994597266900013821e-01 9.995175929463284703e-01 9.994853435706618772e-01 9.995342711663771640e-01 9.995678968092708283e-01
1.040857568159751735e-03 9.992983166211688584e-01 9.994543589051498866e-01 9.995128113965999761e-01 9.994802012483897657e-01 9.995296207279401601e-01 9.995635840377067316e-01
1.051330177026238563e-03 9.992913279825954564e-01 9.994489384912311758e-01 9.995079831973734397e-01 9.994750076192028265e-01 9.995249239450921808e-01 9.995592283230085862e-01
1.061908156252536596e-03 9.992842704709531398e-01 9.994434649466065190e-01 9.995031079088149140e-01 9.994697621640629137e-01 9.995201803501423399e-01 9.995548292326013051e-01
1.072592566024593115e-03 9.992771434224627658e-01 9.994379377651533281e-01 9.994981850872616258e-01 9.994644643639759574e-01 9.995153894754257307e-01 9.995503863338871531e-01
1.083384477195432211e-03 9.992699461672571726e-01 9.994323564362327383e-01 9.994932142851968848e-01 9.994591136999579906e-01 9.995105508532828864e-01 9.995458991943315663e-01
1.094284971392491890e-03 9.992626780293314415e-01 9.994267204446549702e-01 9.994881950512225499e-01 9.994537096530541342e-01 9.995056640160820960e-01 9.995413673813675626e-01
1.105295141126022172e-03 9.992553383264936029e-01 9.994210292706453558e-01 9.994831269300330501e-01 9.994482517043070668e-01 9.995007284962008631e-01 9.995367904624613553e-01
1.116416089898585821e-03 9.992479263703143433e-01 9.994152823898110327e-01 9.994780094623889610e-01 9.994427393348011002e-01 9.994957438260260174e-01 9.995321680051003632e-01
1.127648932315662798e-03 9.992404414660777112e-01 9.994094792731057497e-01 9.994728421850900268e-01 9.994371720256413072e-01 9.994907095379789164e-01 9.995274995767775561e-01
1.138994794197352792e-03 9.992328829127300471e-01 9.994036193867970042e-01 9.994676246309490697e-01 9.994315492579363136e-01 9.994856251644808065e-01 9.995227847449996705e-01
1.150454812691220933e-03 9.992252500028295792e-01 9.993977021924305149e-01 9.994623563287655665e-01 9.994258705128271636e-01 9.994804902379834655e-01 9.995180230772849894e-01
1.162030136386260886e-03 9.992175420224961302e-01 9.993917271467965824e-01 9.994570368032985597e-01 9.994201352714796593e-01 9.994753042909442220e-01 9.995132141411736670e-01
1.173721925428021290e-03 9.992097582513593812e-01 9.993856937018955611e-01 9.994516655752412326e-01 9.994143430150714824e-01 9.994700668558390566e-01 9.995083575042278401e-01
1.185531351634873430e-03 9.992018979625078012e-01 9.993796013049026650e-01 9.994462421611933767e-01 9.994084932247953024e-01 9.994647774651678196e-01 9.995034527339998753e-01
1.197459598615466985e-03 9.991939604224377991e-01 9.993734493981344391e-01 9.994407660736354115e-01 9.994025853819035188e-01 9.994594356514503453e-01 9.994984993980914334e-01
1.209507861887349541e-03 9.991859448910004327e-01 9.993672374190131213e-01 9.994352368209025173e-01 9.993966189664540423e-01 9.994540409461775132e-01 9.994934970631311755e-01
1.221677348996791758e-03 9.991778506213511157e-01 9.993609648000325585e-01 9.994296539071569896e-01 9.993905934070044239e-01 9.994485928347109915e-01 9.994884452533172592e-01
1.233969279639819238e-03 9.991696768598966605e-01 9.993546309687229012e-01 9.994240168323633711e-01 9.993845080611467591e-01 9.994430907389113550e-01 9.994833434344214673e-01
1.246384885784447430e-03 9.991614228462426528e-01 9.993482353476162983e-01 9.994183250922612505e-01 9.993783622813284806e-01 9.994375340760323079e-01 9.994781910679640946e-01
1.258925411794167490e-03 9.991530878131410498e-01 9.993417773542114801e-01 9.994125781783395057e-01 9.993721554200303281e-01 9.994319222633674116e-01 9.994729876155080683e-01
1.271592114552653162e-03 9.991446709864374442e-01 9.993352564009394534e-01 9.994067755778098805e-01 9.993658868297449205e-01 9.994262547181964607e-01 9.994677325386033262e-01
1.284386263589742906e-03 9.991361715850182179e-01 9.993286718951275294e-01 9.994009167735811161e-01 9.993595558630244957e-01 9.994205308578610891e-01 9.994624252988506541e-01
1.297309141208669936e-03 9.991275888207565847e-01 9.993220232389656843e-01 9.993950012442329722e-01 9.993531618724099674e-01 9.994147500997058176e-01 9.994570653578548347e-01
1.310362042614591138e-03 9.991189218984598552e-01 9.993153098294703662e-01 9.993890284639902477e-01 9.993467042105095288e-01 9.994089118610882672e-01 9.994516521772337514e-01
1.323546276044392303e-03 9.991101700158155907e-01 9.993085310584501890e-01 9.993829979026971344e-01 9.993401822299341486e-01 9.994030155594213483e-01 9.994461852186400375e-01
